Date,Open,High,Low,Close
2020-07-09,74.94,75.0662,74.91,75.0117
2020-07-10,75.14,75.32,75.14,75.2229
2020-07-13,75.19,75.216,75.083,75.1643
2020-07-14,75.33,75.5027,75.282,75.3651
2020-07-15,75.34,75.3557,75.11,75.1861
2020-07-16,75.24,75.288,75.1402,75.2459
2020-07-17,75.22,75.24,74.9413,74.9467
2020-07-20,74.92,75.015,74.803,74.813
2020-07-21,74.79,74.858,74.5867,74.5977
2020-07-22,74.6,74.86,74.6,74.622
2020-07-23,74.642,74.865,74.597,74.7538
2020-07-24,74.93,74.972,74.7858,74.8252
2020-07-27,74.703,74.895,74.668,74.793
2020-07-28,74.855,74.9,74.71,74.8154
2020-07-29,74.825,74.89,74.6895,74.7051
2020-07-30,74.84,74.925,74.7983,74.861
2020-07-31,74.74,74.885,74.68,74.789
2020-08-03,74.905,75.2043,74.885,75.1772
2020-08-04,75.16,75.17,74.9536,74.9933
2020-08-05,74.93,74.948,74.7893,74.812
2020-08-06,74.81,75.004,74.775,74.944
2020-08-07,75.05,75.05,74.8961,74.9125
2020-08-10,75.023,75.023,74.8575,74.92
2020-08-11,74.885,74.885,74.59,74.636
2020-08-12,74.77,74.925,74.77,74.814
2020-08-13,74.835,74.92,74.785,74.841
2020-08-14,74.85,74.965,74.75,74.891
2020-08-17,74.86,74.903,74.782,74.836
2020-08-18,74.775,74.88,74.65,74.651
2020-08-19,74.705,74.925,74.68,74.816
2020-08-20,74.995,75.11,74.94,75.099
2020-08-21,74.955,74.96,74.823,74.911
2020-08-24,74.9,74.9,73.9655,74.1423
2020-08-25,74.2,74.5,74.188,74.243
2020-08-26,74.33,74.45,74.2368,74.289
2020-08-27,74.303,74.362,73.8,73.904
2020-08-28,73.83,73.86,73.2389,73.2824
2020-08-31,73.2,73.68,73.2,73.574
2020-09-01,73.18,73.193,72.755,72.9502
2020-09-02,73.08,73.1211,72.9,73.0551
2020-09-03,73.24,73.48,73.24,73.421
2020-09-04,73.37,73.465,72.9983,73.117
2020-09-07,73.16,73.472,73.03,73.4636
2020-09-08,73.625,73.833,73.38,73.8275
2020-09-09,73.67,73.73,73.4679,73.536
2020-09-10,73.4,73.49,73.16,73.425
2020-09-11,73.49,73.605,73.403,73.54
2020-09-14,73.39,73.6,73.26,73.53
2020-09-15,73.32,73.718,73.32,73.621
2020-09-16,73.7,73.773,73.478,73.513
2020-09-17,73.72,73.778,73.59,73.591
2020-09-18,73.46,73.54,73.175,73.419
2020-09-21,73.44,73.554,73.255,73.5151
2020-09-22,73.485,73.6325,73.38,73.4911
2020-09-23,73.58,73.63,73.4194,73.461
2020-09-24,73.83,73.971,73.76,73.9231
2020-09-25,73.76,73.77,73.5556,73.679
2020-09-28,73.683,73.8272,73.528,73.697
2020-09-29,73.785,73.895,73.755,73.7847
2020-09-30,73.8,73.86,73.6603,73.7152
2020-10-01,73.6,73.605,73.1212,73.1702
2020-10-05,73.142,73.405,73.075,73.234
2020-10-06,73.165,73.51,73.15,73.395
2020-10-07,73.52,73.555,73.2518,73.28
2020-10-08,73.475,73.475,73.1791,73.2098
2020-10-09,73.18,73.255,73.02,73.14
2020-10-12,73.1,73.405,73.06,73.333
2020-10-13,73.387,73.4,73.2603,73.278
2020-10-14,73.385,73.46,73.1847,73.273
2020-10-15,73.315,73.472,73.197,73.414
2020-10-16,73.4225,73.43,73.249,73.3092
2020-10-19,73.38,73.425,73.2914,73.2914
2020-10-20,73.347,73.51,73.2859,73.4173
2020-10-21,73.395,73.667,73.347,73.659
2020-10-22,73.777,73.777,73.5242,73.6446
2020-10-23,73.66,73.663,73.4705,73.636
2020-10-26,73.751,74.024,73.703,73.9523
2020-10-27,73.8275,73.857,73.6669,73.681
2020-10-28,73.737,73.943,73.722,73.8701
2020-10-29,74.025,74.471,73.93,74.455
2020-11-02,74.425,74.517,74.267,74.4296
2020-11-03,74.27,74.434,74.27,74.415
2020-11-04,74.597,74.897,74.567,74.655
2020-11-05,74.312,74.4,74.0434,74.0601
2020-11-06,73.9825,74.252,73.957,74.1249
2020-11-09,73.855,74.17,73.799,74.0754
2020-11-10,74.124,74.2975,74.1175,74.2699
2020-11-11,74.185,74.3975,74.175,74.3245
2020-11-12,74.41,74.749,74.405,74.585
2020-11-13,74.699,74.704,74.457,74.5486
2020-11-17,74.49,74.6125,74.359,74.4366
2020-11-18,74.387,74.44,74.075,74.1691
2020-11-19,74.2575,74.32,74.192,74.2493
2020-11-20,74.155,74.19,74.056,74.123
2020-11-23,74.134,74.2025,74.0015,74.0382
2020-11-24,73.965,74.0225,73.9184,73.9908
2020-11-25,73.951,73.99,73.8234,73.8567
2020-11-26,73.825,73.89,73.715,73.8448
2020-11-27,73.78,74.06,73.737,73.9622
2020-12-01,73.6,73.658,73.45,73.6302
2020-12-02,73.596,73.805,73.59,73.773
2020-12-03,73.725,73.95,73.725,73.911
2020-12-04,73.765,73.795,73.6703,73.6704
2020-12-07,73.71,73.952,73.69,73.8763
2020-12-08,73.7925,73.82,73.52,73.5804
2020-12-09,73.535,73.61,73.522,73.583
2020-12-10,73.639,73.772,73.62,73.662
2020-12-11,73.654,73.704,73.537,73.704
2020-12-14,73.57,73.584,73.447,73.532
2020-12-15,73.647,73.669,73.545,73.573
2020-12-16,73.5125,73.61,73.492,73.563
2020-12-17,73.452,73.57,73.372,73.57
2020-12-18,73.507,73.572,73.47,73.525
2020-12-21,73.69,74.096,73.6375,74.042
2020-12-22,73.9,73.928,73.83,73.85
2020-12-23,73.8525,73.855,73.659,73.659
2020-12-24,73.6125,73.64,73.502,73.515
2020-12-28,73.56,73.605,73.4575,73.505
2020-12-29,73.3875,73.42,73.334,73.373
2020-12-30,73.2625,73.326,73.1632,73.1632
2020-12-31,73.084,73.11,73.0079,73.023
2021-01-04,72.99,73.047,72.935,73.0204
2021-01-05,73.107,73.279,73.069,73.2424
2021-01-06,73.107,73.175,73.0442,73.076
2021-01-07,73.092,73.395,73.092,73.3882
2021-01-08,73.307,73.4673,73.198,73.2496
2021-01-11,73.506,73.509,73.3585,73.398
2021-01-12,73.441,73.448,73.2,73.237
2021-01-13,73.102,73.2125,73.092,73.1792
2021-01-14,73.119,73.14,72.922,73.0118
2021-01-15,73.045,73.1736,73.0025,73.0522
2021-01-18,73.26,73.32,73.19,73.2811
2021-01-19,73.167,73.298,73.1087,73.124
2021-01-20,73.132,73.14,72.9664,72.982
2021-01-21,72.972,73.005,72.93,72.9556
2021-01-22,73.011,73.098,72.9216,72.943
2021-01-25,72.94,72.975,72.8809,72.9228
2021-01-27,72.895,72.93,72.7878,72.8986
2021-01-28,73.07,73.171,73.0229,73.032
2021-01-29,72.965,73,72.8933,72.9036
2021-02-01,72.87,73.127,72.813,73.0968
2021-02-02,73.0175,73.03,72.9063,72.9735
2021-02-03,72.928,73.002,72.883,72.9493
2021-02-04,72.9075,72.99,72.8726,72.985
2021-02-05,72.91,72.942,72.765,72.8864
2021-02-08,72.837,72.997,72.817,72.948
2021-02-09,72.86,72.928,72.84,72.887
2021-02-10,72.855,72.888,72.793,72.807
2021-02-11,72.86,72.889,72.735,72.841
2021-02-12,72.772,72.825,72.558,72.57
2021-02-15,72.589,72.688,72.564,72.622
2021-02-16,72.69,72.792,72.672,72.708
2021-02-17,72.845,72.912,72.72,72.737
2021-02-18,72.7275,72.802,72.577,72.592
2021-02-19,72.544,72.566,72.412,72.457
2021-02-22,72.376,72.517,72.28,72.462
2021-02-23,72.41,72.513,72.324,72.513
2021-02-24,72.3425,72.435,72.258,72.312
2021-02-25,72.371,72.533,72.371,72.423
2021-02-26,73.01,73.773,73.01,73.738
2021-03-01,73.34,73.601,73.1825,73.505
2021-03-02,73.422,73.48,73.317,73.347
2021-03-03,73.162,73.162,72.7,72.836
2021-03-04,72.789,72.91,72.612,72.746
2021-03-05,72.88,73.08,72.735,73.072
2021-03-08,72.945,73.301,72.9275,73.182
2021-03-09,73.142,73.198,72.89,72.947
2021-03-10,72.95,73.06,72.885,73.004
2021-03-12,72.684,72.844,72.63,72.702
2021-03-15,72.759,72.778,72.375,72.478
2021-03-16,72.443,72.63,72.4375,72.504
2021-03-17,72.595,72.605,72.5,72.514
2021-03-18,72.48,72.61,72.447,72.507
2021-03-19,72.581,72.581,72.439,72.467
2021-03-22,72.436,72.436,72.333,72.335
2021-03-23,72.3475,72.512,72.27,72.457
2021-03-24,72.6025,72.719,72.517,72.6
2021-03-25,72.6025,72.691,72.55,72.58
2021-03-26,72.4225,72.525,72.367,72.48
2021-03-30,72.8475,73.424,72.74,73.38
2021-03-31,73.56,73.593,73.07,73.105
2021-04-01,73.256,73.442,73.244,73.411
2021-04-05,73.425,73.445,73.267,73.3025
2021-04-06,73.24,73.4225,73.205,73.4225
2021-04-07,73.54,74.555,73.5125,74.555
2021-04-08,74.39,74.812,74.182,74.598
2021-04-09,74.785,74.957,74.53,74.761
2021-04-12,74.967,75.159,74.75,75.047
2021-04-13,75.086,75.449,75.061,75.362
2021-04-15,75.18,75.343,74.9275,74.933
2021-04-16,74.78,74.78,74.2825,74.3425
2021-04-19,74.8,75.03,74.78,74.875
2021-04-20,74.64,74.991,74.64,74.884
2021-04-22,75.312,75.312,74.8625,74.963
2021-04-23,75.019,75.082,74.75,75.0125
2021-04-26,74.803,74.878,74.67,74.75
2021-04-27,74.66,74.72,74.513,74.655
2021-04-28,74.512,74.512,74.297,74.365
2021-04-29,74.183,74.22,73.962,74.032
2021-04-30,74.017,74.125,73.945,74.075
2021-05-03,74.24,74.315,73.9075,73.93
2021-05-04,73.9,73.972,73.765,73.875
2021-05-05,73.825,74.04,73.786,73.877
2021-05-06,73.85,74.0025,73.734,73.734
2021-05-07,73.615,73.755,73.48,73.484
2021-05-10,73.35,73.475,73.32,73.325
2021-05-11,73.46,73.53,73.275,73.33
2021-05-12,73.5,73.51,73.37,73.417
2021-05-14,73.42,73.42,73.208,73.274
2021-05-17,73.27,73.27,73.152,73.226
2021-05-18,73.195,73.195,72.951,73.04
2021-05-19,73.025,73.175,72.93,73.147
2021-05-20,73.155,73.17,73.07,73.1
2021-05-21,72.966,73.085,72.821,72.8325
2021-05-24,72.87,72.975,72.853,72.96
2021-05-25,72.85,72.87,72.74,72.768
2021-05-26,72.706,72.754,72.676,72.693
2021-05-27,72.753,72.762,72.511,72.573
2021-05-28,72.486,72.495,72.325,72.43
2021-05-31,72.365,72.65,72.345,72.6175
2021-06-01,72.555,72.935,72.53,72.915
2021-06-02,73.11,73.31,73.022,73.0825
2021-06-03,73.155,73.155,72.8925,72.903
2021-06-04,73,73.11,72.96,72.995
2021-06-07,72.838,72.87,72.7375,72.806
2021-06-08,72.795,72.909,72.76,72.8825
2021-06-09,72.884,73.015,72.879,72.965
2021-06-10,72.96,73.118,72.94,73.06
2021-06-11,72.9625,73.086,72.913,73.0725
2021-06-14,73.205,73.285,73.1,73.279
2021-06-15,73.171,73.34,73.154,73.31
2021-06-16,73.297,73.387,73.26,73.32
2021-06-17,73.645,74.069,73.569,74.069
2021-06-18,74.09,74.27,73.82,73.855
2021-06-21,74.205,74.275,74.08,74.1
2021-06-22,74.175,74.394,74.055,74.36
2021-06-23,74.26,74.391,74.143,74.275
2021-06-24,74.205,74.255,74.141,74.141
2021-06-25,74.142,74.2425,74.136,74.164
2021-06-28,74.2525,74.265,74.173,74.191
2021-06-29,74.27,74.308,74.2,74.22
2021-06-30,74.23,74.465,74.23,74.324
2021-07-01,74.37,74.6225,74.335,74.549
2021-07-02,74.703,74.87,74.6575,74.745
2021-07-05,74.54,74.547,74.31,74.316
2021-07-06,74.275,74.615,74.24,74.548
2021-07-07,74.629,74.79,74.575,74.615
2021-07-08,74.813,74.84,74.6525,74.721
2021-07-09,74.67,74.673,74.571,74.635
2021-07-12,74.49,74.592,74.407,74.575
2021-07-13,74.495,74.505,74.405,74.474
2021-07-14,74.5625,74.6475,74.52,74.579
2021-07-15,74.475,74.558,74.438,74.54
2021-07-16,74.53,74.66,74.5075,74.56
2021-07-19,74.733,74.92,74.725,74.87
2021-07-20,74.94,74.946,74.547,74.615
2021-07-22,74.455,74.5,74.301,74.465
2021-07-23,74.55,74.57,74.375,74.4
2021-07-26,74.43,74.515,74.4025,74.423
2021-07-27,74.35,74.54,74.35,74.46
2021-07-28,74.433,74.485,74.333,74.3725
2021-07-29,74.3225,74.325,74.223,74.2825
2021-07-30,74.305,74.446,74.265,74.41
2021-08-02,74.375,74.425,74.3175,74.338
2021-08-03,74.336,74.34,74.216,74.2775
2021-08-04,74.134,74.24,74.079,74.185
2021-08-05,74.153,74.282,74.15,74.167
2021-08-06,74.0925,74.2125,74.0925,74.15
2021-08-09,74.213,74.289,74.208,74.269
2021-08-10,74.4,74.466,74.3325,74.425
2021-08-11,74.435,74.483,74.37,74.452
2021-08-12,74.248,74.33,74.231,74.2525
2021-08-13,74.289,74.321,74.2375,74.24
2021-08-16,74.282,74.282,74.113,74.166
2021-08-17,74.23,74.3475,74.205,74.345
2021-08-18,74.3,74.315,74.235,74.235
2021-08-19,74.356,74.454,74.306,74.354
2021-08-20,74.39,74.473,74.366,74.3875
2021-08-23,74.2725,74.304,74.2075,74.2075
2021-08-24,74.105,74.214,74.1,74.19
2021-08-25,74.195,74.3,74.193,74.2375
2021-08-26,74.211,74.265,74.184,74.2175
2021-08-27,74.174,74.199,73.659,73.659
2021-08-30,73.45,73.54,73.2075,73.263
2021-08-31,73.25,73.273,72.962,72.996
2021-09-01,73.045,73.15,72.916,73.0825
2021-09-02,73.045,73.121,72.943,73.065
2021-09-03,73.045,73.145,73.01,73.015
2021-09-06,73.0325,73.119,73.025,73.1025
2021-09-07,73.1175,73.456,73.11,73.425
2021-09-08,73.483,73.704,73.483,73.585
2021-09-09,73.765,73.855,73.4875,73.496
2021-09-13,73.63,73.74,73.566,73.6775
2021-09-14,73.6125,73.6975,73.566,73.68
2021-09-15,73.685,73.728,73.466,73.485
2021-09-16,73.51,73.52,73.335,73.512
2021-09-17,73.475,73.545,73.416,73.475
2021-09-20,73.805,73.805,73.62,73.7375
2021-09-21,73.6025,73.685,73.58,73.61
2021-09-22,73.7,73.928,73.655,73.86
2021-09-23,73.785,73.8275,73.594,73.625
2021-09-24,73.78,73.78,73.625,73.685
2021-09-27,73.68,73.835,73.61,73.835
2021-09-28,73.782,74.12,73.73,74.036
2021-09-29,74.16,74.26,74.075,74.1475
2021-09-30,74.285,74.355,74.18,74.2225
2021-10-01,74.333,74.364,74.11,74.129
2021-10-04,74.155,74.3975,74.127,74.304
2021-10-05,74.62,74.625,74.415,74.445
2021-10-06,74.63,74.983,74.54,74.97
2021-10-07,74.78,74.925,74.695,74.775
2021-10-08,75.005,75.1575,74.915,74.985
2021-10-11,75.139,75.398,75.055,75.3525
2021-10-12,75.422,75.655,75.16,75.51
2021-10-13,75.31,75.505,75.2,75.3675
2021-10-14,75.27,75.36,75.196,75.25
2021-10-18,75.26,75.389,75.241,75.3425
2021-10-19,75.018,75.052,74.872,75.011
2021-10-20,75.1175,75.13,74.809,74.856
2021-10-21,74.87,74.89,74.7,74.855
2021-10-22,74.82,74.93,74.695,74.9
2021-10-25,74.964,75.1025,74.957,75.08
2021-10-26,75.021,75.164,74.912,74.912
2021-10-27,75.0025,75.085,74.881,75.045
2021-10-28,74.94,74.94,74.765,74.91
2021-10-29,74.78,74.99,74.7425,74.9
2021-11-01,74.911,75.023,74.835,74.941
2021-11-02,74.822,74.8325,74.65,74.6955
2021-11-03,74.57,74.64,74.4005,74.48
2021-11-08,74.15,74.155,73.959,74.028
2021-11-09,73.888,74.085,73.851,74.065
2021-11-10,74.1825,74.413,74.1043,74.3443
2021-11-11,74.5075,74.58,74.423,74.423
2021-11-12,74.45,74.53,74.385,74.463
2021-11-15,74.35,74.485,74.32,74.439
2021-11-16,74.505,74.505,74.285,74.365
2021-11-17,74.3778,74.407,74.2178,74.243
2021-11-18,74.182,74.326,74.025,74.296
2021-11-22,74.3725,74.51,74.368,74.378
2021-11-23,74.535,74.553,74.363,74.406
2021-11-24,74.438,74.455,74.308,74.406
2021-11-25,74.52,74.58,74.4725,74.499
2021-11-26,74.685,74.93,74.645,74.879
2021-11-29,74.966,75.145,74.966,75.083
2021-11-30,75.0375,75.194,75.02,75.119
2021-12-01,74.838,75.02,74.795,74.93
2021-12-02,74.963,75.035,74.902,74.977
2021-12-03,74.965,75.172,74.955,75.114
2021-12-06,75.2325,75.459,75.2325,75.4205
2021-12-07,75.337,75.49,75.3,75.436
2021-12-08,75.433,75.558,75.415,75.464
2021-12-09,75.485,75.587,75.468,75.571
2021-12-10,75.6525,75.847,75.615,75.692
2021-12-13,75.678,75.808,75.6675,75.777
2021-12-14,75.9275,75.94,75.831,75.879
2021-12-15,76.045,76.357,76.02,76.341
2021-12-16,76.247,76.274,76.06,76.106
2021-12-17,76.228,76.233,75.95,75.999
2021-12-20,76.19,76.19,75.835,75.882
2021-12-21,75.654,75.675,75.41,75.573
2021-12-22,75.625,75.64,75.474,75.508
2021-12-23,75.406,75.425,75.204,75.219
2021-12-24,75.167,75.175,74.969,74.977
2021-12-27,75.115,75.145,74.939,74.956
2021-12-28,74.9,74.9,74.605,74.691
2021-12-29,74.718,74.84,74.679,74.716
2021-12-30,74.623,74.648,74.358,74.406
2021-12-31,74.3225,74.3575,74.1,74.293
2022-01-03,74.4225,74.4425,74.241,74.336
2022-01-04,74.555,74.61,74.47,74.584
2022-01-05,74.48,74.54,74.294,74.381
2022-01-06,74.345,74.51,74.328,74.445
2022-01-07,74.33,74.377,74.245,74.29
2022-01-10,74.172,74.213,74.011,74.06
2022-01-11,73.91,74,73.825,73.947
2022-01-12,73.9525,74.045,73.9,73.943
2022-01-13,73.9275,73.97,73.84,73.921
2022-01-14,74.116,74.198,74.061,74.1
2022-01-17,74.34,74.36,74.218,74.249
2022-01-18,74.404,74.595,74.389,74.569
2022-01-19,74.61,74.66,74.367,74.376
2022-01-20,74.377,74.53,74.338,74.483
2022-01-21,74.53,74.55,74.34,74.355
2022-01-24,74.5183,74.68,74.5054,74.62
2022-01-25,74.7173,74.793,74.645,74.778
2022-01-26,74.706,74.9505,74.695,74.856
2022-01-27,75.205,75.305,75.033,75.125
2022-01-28,74.95,75.102,74.885,75.089
2022-01-31,74.96,75.01,74.593,74.667
2022-02-01,74.56,74.869,74.437,74.817
2022-02-02,74.7575,75.01,74.718,74.745
2022-02-03,74.775,74.91,74.7459,74.905
2022-02-04,74.69,74.77,74.664,74.664
2022-02-07,74.713,74.75,74.617,74.6999
2022-02-08,74.635,74.79,74.632,74.702
2022-02-09,74.8025,74.855,74.721,74.737
2022-02-10,74.9175,74.998,74.899,74.945
2022-02-11,75.2725,75.406,75.257,75.3088
2022-02-14,75.545,75.63,75.353,75.55
2022-02-15,75.659,75.692,75.225,75.2842
2022-02-16,75.125,75.125,74.9272,75.063
2022-02-17,75.0625,75.15,74.992,75.013
2022-02-18,74.95,74.98,74.562,74.613
2022-02-21,74.47,74.555,74.326,74.538
2022-02-22,74.805,74.989,74.667,74.697
2022-02-23,74.693,74.695,74.521,74.551
2022-02-24,75.098,75.773,75.092,75.731
2022-02-25,75.248,75.479,75.196,75.359
2022-02-28,75.53,75.616,75.283,75.313
2022-03-01,75.3153,75.7064,75.2359,75.4572
2022-03-02,75.6521,75.8503,75.6116,75.7361
2022-03-03,75.6648,75.9697,75.6513,75.9697
2022-03-04,76.0494,76.2177,76.0391,76.1676
2022-03-07,76.8874,77.1614,76.8482,77.0792
2022-03-08,76.8222,76.9698,76.7857,76.9326
2022-03-09,76.8026,76.8791,76.5406,76.6175
2022-03-10,76.1855,76.5,76.0685,76.4155
2022-03-11,76.4205,76.7275,76.3745,76.6425
2022-03-14,76.527,76.6975,76.475,76.5375
2022-03-15,76.3955,76.6825,76.3885,76.5575
2022-03-16,76.2955,76.3588,76.1735,76.24
2022-03-17,75.9005,75.9475,75.7665,75.8175
2022-03-21,76.05,76.2305,76.032,76.185
2022-03-22,76.4075,76.4355,76.095,76.1675
2022-03-23,76.1275,76.365,76.1115,76.3325
2022-03-24,76.3438,76.4075,76.2375,76.3075
2022-03-25,76.1705,76.2925,76.1455,76.21
2022-03-28,76.2975,76.3088,76.1415,76.17
2022-03-29,75.9805,76.1525,75.8895,75.9855
2022-03-30,75.6575,75.9925,75.6555,75.975
2022-03-31,75.7285,75.8325,75.6585,75.775
2022-04-01,75.8715,75.9705,75.55,75.9385
2022-04-04,75.665,75.665,75.4155,75.5525
2022-04-05,75.5355,75.5375,75.3138,75.3325
2022-04-06,75.5305,75.7855,75.4805,75.7805
2022-04-07,75.9455,75.9975,75.78,75.9662
2022-04-08,75.9665,76.0225,75.7055,75.9162
2022-04-11,75.86,76.09,75.8135,75.9675
